Thaw Number,YPC Number,YPC Component,Thaw Name,YPC Name,BD Number,Thaw RA1900,Thaw Dec1900,YPC RA1900,YPC Dec1900,RA1950,Dec1950,RA2000,Dec2000,Thaw B,YPC (B-V),YPC V,Thaw Spectrum,YPC Spectrum,Thaw Rel. Parallax,Thaw Rel. Parallax Error,Delta Pi,Thaw Abs. Parallax,Yale Abs. Parallax,Yale Abs. Parallax Error,Yale Tot. PM,Yale PM Position Angle,No. of Thaw Observations,Thaw Footnotes,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index Card RA,Index Card Dec,Index Card Equinox,Observations
354,4759.0,,Lalande 38380,Lal 38380,+29 3872,20 00 00.00,+29 38 00.00,19 59 30.6,+29 37 47,20 01 31.302,+29 46 10.1709,20 03 37.4,+29 53 48,5.7,5.71,0.73,K,G8   IV-V,44,7,,,57,2.9,0.864,128,32,,2065,Amb_6513,6,20 01 33,+29 45 43,1950,"['42667 g 19301003 _', '42673 g 19301010 _', '42687 g 19301013 _', '44043 2k 19310613 _', '44101 2k 19310620 _', '44108 g 19310621 _', '44125 g 19310625 _', '44674 2k 19310919 _', '44694 g 19310921 _', '44762 g 19311005 _', '44839 g 19311018 _', '46060 k 19320608 _', '46127 p 19320620 _', '46134 g 19320622 _', '46147 2k 19320624 _', '46832 g 19320930 _', '46850 g 19321001 _', '46872 g 19321007 _', '48195 k 19330607 _', '48213 g 19330611 _', '48240 g 19330614 _', '48982 g 19331001 _', '49092 g 19331013 _', '49198 g 19331021 _', '50424 k 19340606 _', '50440 k 19340608 _', '51076 k 19340918 _', '51101 g 19340920 _', '53815 k 19360605 _', '53905 g 19360626 _', '54338 g 19360925 _', '54396 g 19361010 _']"
355,4914.0,,Groombridge 3243,,+42 3807,20 34 00.00,+42 29 00.00,20 34 26.3,+42 29 24,20 36 12.136,+42 39 52.537,20 37 58.9,+42 50 44,7.1,7.04,0.48,F8,F6   d,-5,9,,,-2,13.9,0.195,26,39,,2150,gr_3243,7,20 36 12,+42 40 01,1950,"['55614 ~ 19370926 _', '60353 ~ 19400920 _', '71045 ~ 19460829 _', '71136 k 19460914 _', '71161 k 19460916 _', '71183 k 19460918 _', '72872 k 19471020 _', '75580 w 19490826 _', '75685 f 19490909 _', '75718 k 19490912 _', '81167 g 19520714 _', '81463 g 19520909 _', '86489-0 g 19550731 _', '86721-2 k 19550904 _', '88307-8 k 19560817 _', '90790-1 g 19580809 _', '101130-1 g 19670801 _', '101222-3 k 19670907 _', '101233-4 g 19670914 _', '102242-3 g 19680915 _', '102933-4 k 19690715 _', '102954-5 k 19690716 _', '103067-8 4g,2g,2k 19690823 _', '103134-5 g 19690912 _', '103158-9 k 19690913 _', '103188-9 g 19690921 _', '104013-4 ~ 19700925 _', '104041-2 f,k 19701001 _', '104061-2 k 19701006 _', '104099-0 k 19701018 _', '104802-3 g 19710704 _', '104825-6 k 19710705 _', '105037-8 g 19710921 _', '105109-0 ~ 19711012 _', '105260-1 g 19711030 _', '105297-8 g 19711104 _', '105833-4 g 19720608 _', '107132-3 p 19730909 _', '107830 k 19740610 _']"
356,5010.0,,Oeltzen 21338,Vys 199B,+61 2068,20 51 00.00,+61 48 00.00,20 51 03.8,+61 47 25,20 52 05.837,+61 58 47.3138,20 53 08.1,+62 10 14,8.6,8.6,--,K0,F8,134,7,,,-1,4.4,0.035,56,26,,2193,Oe_21338,8.7,20 52 18,+61 58 30,1950,"['7648 k 19161102 +10', '7673 g 19161103 -3', '7767 g 19161108 +9', '13283 k 19180615 _', '17178 k 19190617 _', '18425 g 19191003 _', '18501 k 19191010 _', '20587 k 19200612 _', '20628 k 19200617 _', '20674 k 19200619 _', '21885 g 19201007 _', '21913 g 19201008 _', '21993 k 19201011 _', '22390 k 19201112 _', '24337 k 19210620 _', '24436 g 19210630 _', '25559 k 19211012 _', '25833 g 19211030 _', '25843 k 19211104 _', '27545 k 19220611 _', '27630 k 19220618 _', '27755 k 19220630 _', '28702 g 19221015 _', '28709 p 19221017 _', '28829 k 19221022 _', '28838 ~ 19221024 _']"
,5012.0,,,G 231-019,,,,20 51 15.8,+61 47 44,20 52 17.891,+61 59 06.9558,20 53 19.8,+62 09 15,,8.55,1.48,,M2   V,,,,,133,3.6,0.772,181,26,,2193,Oe_21338,8.7,20 52 18,+61 58 30,1950,"['7648 k 19161102 +10', '7673 g 19161103 -3', '7767 g 19161108 +9', '13283 k 19180615 _', '17178 k 19190617 _', '18425 g 19191003 _', '18501 k 19191010 _', '20587 k 19200612 _', '20628 k 19200617 _', '20674 k 19200619 _', '21885 g 19201007 _', '21913 g 19201008 _', '21993 k 19201011 _', '22390 k 19201112 _', '24337 k 19210620 _', '24436 g 19210630 _', '25559 k 19211012 _', '25833 g 19211030 _', '25843 k 19211104 _', '27545 k 19220611 _', '27630 k 19220618 _', '27755 k 19220630 _', '28702 g 19221015 _', '28709 p 19221017 _', '28829 k 19221022 _', '28838 ~ 19221024 _']"
357,5061.0,A,Lalande 40848,G 212-017,+45 3371,20 59 00.00,+45 29 00.00,20 59 05.9,+45 29 08,21 00 51.337,+45 40 56.7522,21 02 40.7,+45 53 05,8.1,7.68,0.97,K2,K2.5 V,44,9,,,46,5.8,0.422,70,52,,2214,Porter_1166,7.5,21 00 53,+45 41 04,1950,"['528 ~ 19141103 -20', '554 ~ 19141104 -23', '586 ~ 19141106 -27', '614 ~ 19141109 -16', '2275 ~ 19150613 0', '2283 ~ 19150615 -12', '2332 ~ 19150620 -3', '2353 ~ 19150622 -3', '3417 ~ 19151002 +14', '3446 ~ 19151003 +13', '3476 ~ 19151006 -6', '3499 ~ 19151007 +3', '5705 ~ 19160621 +9', '5727 ~ 19160622 +7', '5855 ~ 19160630 -2', '7230 ~ 19161005 +2', '9605 ~ 19161101 -11', '7835 ~ 19161111 -3', '44162 g 19310705 _', '44179 g 19310707 _', '44196 g 19310708 _', '44843 g 19311018 _', '44866 g 19311019 _', '44893 g 19311020 _', '46150 g 19320624 _', '46167 k 19320625 _', '46255 g 19320709 _', '46865 g 19321003 _', '47017 g 19321104 _', '47030 g 19321107 _', '48309 g 19330621 _', '48354 k 19330627 _', '48397 k 19330705 _', '49145 g 19331015 _', '49188 g 19331020 _', '49240 k 19331026 _', '50507 g 19340616 _', '50549 k 19340626 _', '50605 k 19340703 _', '51260 g 19341010 _', '51290 k 19341012 _', '51338 g 19341016 _', '53901 p 19360623 _', '53950 g 19360707 _', '53970 k 19360709 _', '54418 k 19361013 _', '54428 g 19361014 _', '54436 g 19361019 _', '56764 p 19380618 _', '56769 k 19380620 _', '56783 g 19380629 _', '56806 k 19380704 _']"
,5064.0,,,,,,,20 59 17.3,+45 27 12,21 01 02.831,+45 39 01.3421,21 02 48.6,+45 50 56,,6.48,-0.15,,B3   Vn,,,,,1,10.7,0.007,35,52,,2214,Porter_1166,7.5,21 00 53,+45 41 04,1950,"['528 ~ 19141103 -20', '554 ~ 19141104 -23', '586 ~ 19141106 -27', '614 ~ 19141109 -16', '2275 ~ 19150613 0', '2283 ~ 19150615 -12', '2332 ~ 19150620 -3', '2353 ~ 19150622 -3', '3417 ~ 19151002 +14', '3446 ~ 19151003 +13', '3476 ~ 19151006 -6', '3499 ~ 19151007 +3', '5705 ~ 19160621 +9', '5727 ~ 19160622 +7', '5855 ~ 19160630 -2', '7230 ~ 19161005 +2', '9605 ~ 19161101 -11', '7835 ~ 19161111 -3', '44162 g 19310705 _', '44179 g 19310707 _', '44196 g 19310708 _', '44843 g 19311018 _', '44866 g 19311019 _', '44893 g 19311020 _', '46150 g 19320624 _', '46167 k 19320625 _', '46255 g 19320709 _', '46865 g 19321003 _', '47017 g 19321104 _', '47030 g 19321107 _', '48309 g 19330621 _', '48354 k 19330627 _', '48397 k 19330705 _', '49145 g 19331015 _', '49188 g 19331020 _', '49240 k 19331026 _', '50507 g 19340616 _', '50549 k 19340626 _', '50605 k 19340703 _', '51260 g 19341010 _', '51290 k 19341012 _', '51338 g 19341016 _', '53901 p 19360623 _', '53950 g 19360707 _', '53970 k 19360709 _', '54418 k 19361013 _', '54428 g 19361014 _', '54436 g 19361019 _', '56764 p 19380618 _', '56769 k 19380620 _', '56783 g 19380629 _', '56806 k 19380704 _']"
358,5061.0,A,Beta 1138,G 212-017,+45 3374,20 59 00.00,+45 27 00.00,20 59 05.9,+45 29 08,21 00 51.337,+45 40 56.7522,21 02 40.7,+45 53 05,6.2,7.68,0.97,B8,K2.5 V,-4,11,,,46,5.8,0.422,70,52,,2214,Porter_1166,7.5,21 00 53,+45 41 04,1950,"['528 ~ 19141103 -20', '554 ~ 19141104 -23', '586 ~ 19141106 -27', '614 ~ 19141109 -16', '2275 ~ 19150613 0', '2283 ~ 19150615 -12', '2332 ~ 19150620 -3', '2353 ~ 19150622 -3', '3417 ~ 19151002 +14', '3446 ~ 19151003 +13', '3476 ~ 19151006 -6', '3499 ~ 19151007 +3', '5705 ~ 19160621 +9', '5727 ~ 19160622 +7', '5855 ~ 19160630 -2', '7230 ~ 19161005 +2', '9605 ~ 19161101 -11', '7835 ~ 19161111 -3', '44162 g 19310705 _', '44179 g 19310707 _', '44196 g 19310708 _', '44843 g 19311018 _', '44866 g 19311019 _', '44893 g 19311020 _', '46150 g 19320624 _', '46167 k 19320625 _', '46255 g 19320709 _', '46865 g 19321003 _', '47017 g 19321104 _', '47030 g 19321107 _', '48309 g 19330621 _', '48354 k 19330627 _', '48397 k 19330705 _', '49145 g 19331015 _', '49188 g 19331020 _', '49240 k 19331026 _', '50507 g 19340616 _', '50549 k 19340626 _', '50605 k 19340703 _', '51260 g 19341010 _', '51290 k 19341012 _', '51338 g 19341016 _', '53901 p 19360623 _', '53950 g 19360707 _', '53970 k 19360709 _', '54418 k 19361013 _', '54428 g 19361014 _', '54436 g 19361019 _', '56764 p 19380618 _', '56769 k 19380620 _', '56783 g 19380629 _', '56806 k 19380704 _']"
,5064.0,,,,,,,20 59 17.3,+45 27 12,21 01 02.831,+45 39 01.3421,21 02 48.6,+45 50 56,,6.48,-0.15,,B3   Vn,,,,,1,10.7,0.007,35,52,,2214,Porter_1166,7.5,21 00 53,+45 41 04,1950,"['528 ~ 19141103 -20', '554 ~ 19141104 -23', '586 ~ 19141106 -27', '614 ~ 19141109 -16', '2275 ~ 19150613 0', '2283 ~ 19150615 -12', '2332 ~ 19150620 -3', '2353 ~ 19150622 -3', '3417 ~ 19151002 +14', '3446 ~ 19151003 +13', '3476 ~ 19151006 -6', '3499 ~ 19151007 +3', '5705 ~ 19160621 +9', '5727 ~ 19160622 +7', '5855 ~ 19160630 -2', '7230 ~ 19161005 +2', '9605 ~ 19161101 -11', '7835 ~ 19161111 -3', '44162 g 19310705 _', '44179 g 19310707 _', '44196 g 19310708 _', '44843 g 19311018 _', '44866 g 19311019 _', '44893 g 19311020 _', '46150 g 19320624 _', '46167 k 19320625 _', '46255 g 19320709 _', '46865 g 19321003 _', '47017 g 19321104 _', '47030 g 19321107 _', '48309 g 19330621 _', '48354 k 19330627 _', '48397 k 19330705 _', '49145 g 19331015 _', '49188 g 19331020 _', '49240 k 19331026 _', '50507 g 19340616 _', '50549 k 19340626 _', '50605 k 19340703 _', '51260 g 19341010 _', '51290 k 19341012 _', '51338 g 19341016 _', '53901 p 19360623 _', '53950 g 19360707 _', '53970 k 19360709 _', '54418 k 19361013 _', '54428 g 19361014 _', '54436 g 19361019 _', '56764 p 19380618 _', '56769 k 19380620 _', '56783 g 19380629 _', '56806 k 19380704 _']"
359,5161.0,,Lalande 41685,,+0 4726,21 21 00.00,+0 41 00.00,21 21 21.1,+00 40 30,21 23 54.190,+00 53 25.2375,21 26 28.0,+01 06 11,6.4,6.13,0.44,F2,F5   V,47,10,,,29,6.0,0.194,145,26,,2257,Lal_41685,6.4,21 22 55,+00 53 18,1950,"['11146 f 19171108 _', '11170 g 19171109 _', '11228 g 19171110 _', '13376 k 19180623 _', '13507 p 19180707 _', '13531 k 19180708 _', '14455 f 19181018 _', '14477 k 19181021 _', '17181 k 19190617 _', '17192 k 19190618 _', '17279 k 19190630 _', '18752 k 19191108 _', '18793 k 19191109 _', '18813 g 19191111 _', '20632 k 19200617 _', '20659 k 19200618 _', '20741 k 19200625 _', '22197 g 19201020 _', '22220 g 19201021 _', '22344 g 19201105 _', '32846 g 19240614 _', '32916 k 19240629 _', '32956 g 19240708 _', '32973 g 19240709 _', '33645 k 19241022 _', '33681 g 19241024 _']"
360,5179.0,,Lalande 41818,,+11 4578,21 25 00.00,+11 50 00.00,21 25 19.3,+11 50 10,21 27 44.194,12 03 15.9433,21 30 08.4,+12 16 14,7.7,7.2,--,G0,F5   d,1,8,,,4,12.5,0.178,219,17,,2270,Porter_1197,7.5,21 27 44,+12 03 09,1950,"['85041 ~ 19541022 _', '87226 g 19551109 _', '88547 f 19560928 _', '88769 k 19561029 _', '88790 k 19561102 _', '88795 2k 19561103 _', '89644 g 19570626 _', '89711 k 19570703 _', '91659-0 k 19590629 _', '91703 p 19590715 _', '92108 k 19591108 _', '94216-7 k 19611007 _', '94227-8 g 19611009 _', '97053-4 g 19631013 _', '97140-1 k 19631023 _', '97139 g 19631023 _', '97181-2 k 19631103 _']"
361,5233.0,,Lalande 42286,,+26 4237,21 37 00.00,+26 18 00.00,21 36 34.7,+26 17 55,21 38 49.060,+26 31 30.32,21 41 06.2,+26 45 02,7.4,7.46,0.7,G5,G8   V,28,7,,,32,8.5,0.359,104,23,,2297,Porter_1203,7.4,21 38 50,+26 31 26,1950,"['432 ~ 19141030 -15', '458 ~ 19141031 -22', '505 ~ 19141102 -39', '530 ~ 19141103 -34', '2373 ~ 19150623 0', '2382 ~ 19150624 -10', '2434 ~ 19150627 -10', '2454 f 19150628 0', '2482 ~ 19150703 -12', '2499 ~ 19150705 -17', '3644 w 19151016 +7', '3661 ~ 19151017 +17', '3719 ~ 19151021 -2', '3746 f 19151022 -2', '3902 ~ 19151101 -11', '5860 ~ 19160630 +3', '5926 ~ 19160705 -1', '5981 ~ 19160707 -9', '7573 ~ 19161030 +9', '7681 ~ 19161103 +7', '7960 ~ 19161121 0', '62280 g 19410912 _', '65654 g 19430927 _']"
362,5252.0,,Mu Cephei,MU Cep,+58 2316,21 40 00.00,+58 19 00.00,21 40 26.7,+58 19 17,21 41 58.448,+58 33 01.1612,21 43 30.4,+58 46 48,Var.,4.08,2.35,Ma,M2-  Ia,5,8,,,5,5.7,0.003,131,211,,2301,mu_Cephei(var.),4.0-4.8,21 40 58,+58 33 00,1950,"['716 ~ 19141118 -9', '738 ~ 19141123 0', '791 ~ 19141127 +9', '2383 ~ 19150624 -3', '2411 ~ 19150626 +16', '2435 ~ 19150627 0', '2455 ~ 19150628 +6', '3747 ~ 19151022 +8', '3811 ~ 19151027 +13', '3889 ~ 19151031 +13', '4039 ~ 19151110 -3', '5927 ~ 19160705 +4', '5954 ~ 19160706 -6', '5983 ~ 19160707 +3', '7574 ~ 19161030 +15', '7654 ~ 19161102 +9', '7773 ~ 19161108 0', '9679 k 19170627 +4', '9779 4k 19170704 -2', '51021 g 19340908 _', '51051 g 19340910 _', '51531 k 19341127 _', '52217 k 19350625 _', '52927 2g 19351015 _', '53177 ~ 193511124 _', '54241 ~ 19360908 _', '54367 ~ 19361003 _', '55605 g 19370924 _', '55867 g 19371110 _', '55889 g 19371123 *', '55909 f 19371124 _', '56822 k 19380705 _', '56833 g 19380706 _', '57137 g 19380913 _', '57311 g 19381014 _', '57431 g 19381030 _', '57451 g 19381102 _', '57470 g 19381103 _', '58230 f 19390708 _', '58246 g 19390710 _', '58301 g 19390717 _', '58709 g 19390830 _', '58805 g 19390911 _', '58834 g 19390915 _', '59029 g 19391011 _', '59119 g 19391022 _', '59185 g 19391109 _', '59294 g 19391126 _', '59312 g 19391128 _', '59958 g 19400721 _', '59966 g 19400722 _', '60332 g 19400917 _', '60491 g 19401004 _', '60515 g 19401008 _', '60718 k 19401113 _', '60721 g 19401118 _', '61959 k 19410714 _', '61975 g 19410718 _', '62004 g 19410723 _', '62029 g 19410726 _', '62599 g 19411029 _', '62634 g 19411103 _', '62692 k 19411114 _', '63563 g 19420815 _', '63586 g 19420831 _', '63634 g 19420911 _', '63649 g 19420913 _', '63677 g 19420916 _', '63710 k 19420924 _', '63711 p 19420924 _', '63742 g 19420929 _', '63924 g 19421027 _', '64005 g 19421114 _', '64950 g 19430702 _', '65006 g 19430716 _', '65007 k 19430716 _', '65007 g 19430716 _', '65039 g 19430720 _', '65063 k 19430723 _', '65064 g 19430723 _', '65952 g 19431116 _', '66001 g 19431123 _', '66035 g 19431124 _', '66072 g 19431125 _', '67191 k 19440702 _', '67199 k 19440703 _', '67212 k 19440710 _', '67213 k 19440710 _', '67271 g 19440721 _', '67312 g 19440724 _', '67657 g 19440919 _', '67680 g 19440921 _', '67781 g 19441007 _', '67868 g 19441017 _', '67869 g 19441017 _', '67907 g 19441018 _', '68006 g 19441029 _', '68108 g 19441107 _', '69092 k 19450707 _', '69139 g 19450713 _', '69485 g 19451011 _', '69567 g 19451017 _', '70727 k 19460626 _', '70737 p 19460627 _', '70742 k 19460629 _', '70756 g 19460701 _', '70806 k 19460713 _', '70848 g 19460717 _', '71364 g 19461013 _', '71403 k 19461022 _', '71445 g 19461026 _', '71482 g 19461028 _', '72339 k 19470629 _', '72367 k 19470703 _', '72378 g 19470704 _', '72708 g 19471003 _', '72824 g 19471015 _', '72911 g 19471021 _', '72984 g 19471112 _', '73841 g 19480725 _', '74096 g 19480926 _', '74114 g 19480927 _', '74160 g 19481025 _', '74174 k 19481026 _', '74226 g 19481030 _', '75288 g 19490714 _', '75377 g 19490729 _', '75403 g 19490802 _', '75415 ~ 19490806 _', '75424 g 19490807 _', '75492 g 19490818 _', '75523 f 19490820 _', '75560 g 19490825 _', '75624 g 19490901 _', '75925 g 19491007 _', '75990 g 19491010 _', '76050 g 19491015 _', '76227 g 19491108 _', '76253 g 19491110 _', '77432 g 19500707 _', '77454 g 19500708 _', '77473 p 19500709 _', '77496 g 19500712 _', '77520 g 19500715 _', '77551 g 19500719 _', '77685 g 19500808 _', '77869 f 19500904 _', '77949 g 19501001 _', '78036 g 19501013 _', '78055 g 19501015 _', '78184 k 19501025 _', '79248 k 19510708 _', '79249 g 19510708 _', '79314 g 19510721 _', '79552 g 19510823 _', '79567 f 19510825 _', '79616 g 19510904 _', '79732 k 19510918 _', '79775 g 19510921 _', '79848 g 19510929 _', '80000 g 19511015 _', '81030 g 19520626 _', '81071 k 19520701 _', '81154 f 19520713 _', '81187 g 19520721 _', '81380 g 19520826 _', '81401 k 19520827 _', '81608 g 19520919 _', '81691 2g 19520927 _', '81772 g 19521016 _', '82693 k 19530815 _', '82856 g 19530910 _', '83051 g 19530929 _', '83404 g 19531030 _', '84887 g 19540920 _', '84919 g 19540926 _', '85017 g 19541021 _', '85223 g 19541114 _', '86496 g 19550801 _', '86767 4g 19550912 _', '86910 f 19550920 _', '89751-2 g 19570717 _', '91957 g 19590908 _', '100009-0 ~ 19660801 _', '100011 ~ 19660801 _', '101258-9 g 19670923 _', '102058-9 f 19680716 _', '102060-1 3k,f 19680716 _', '102381-2 k 19681020 _', '102383-4 k 19681020 _', '103809-0 k 19700707 _', '103811-2 f 19700707 _', '104860-1 g 19710714 _', '104862 k 19710714 _', '104894-5 k 19710721 _', '104896 2g 19710721 _', '105072-3 g 19710928 _', '105074-5 g 19710928 _', '105154-5 k 19711018 _', '105156-7 k 19711018 _', '105289-0 g 19711102 _', '105291-2 g 19711102 _', '107014 2g 19730719 _', '107015 g 19730719 _', '107033 g 19730724 _', '107034 g 19730724 _', '107052 g 19730730 _', '107053 g 19730730 _', '107229 g 19731025 _', '107341 k 19731103 _', '107342 f 19731103 _']"
363,5306.0,,Lalande 42843,,+3 4644,21 53 00.00,+3 18 00.00,21 53 26.8,+03 18 12,21 55 58.391,+03 32 28.3226,21 58 28.4,+03 46 36,7.1,6.94,0.6,F8,G0   V,25,10,,,22,9.3,0.277,241,59,,2332,Porter_1215,7.1,21 55 58,+03 32 22,1950,"['75750 f 19490920 _', '76038 ~ 19491013 _', '77633 w 19500806 _', '77665 k 19500807 _', '77697 g 19500809 _', '77950 2g 19501001 _', '79195 ~ 19510704 _', '79217 k 19510706 _', '79229 p 19510707 _', '79250 f 19510708 _', '79451 w 19510805 _', '79452 w 19510805 _', '79535 k 19510822 _', '79617 k 19510904 _', '80023 4k 19511017 _', '80054 g 19511021 _', '80119 g 19511111 _', '81155 p 19511127 _', '81181 k 19520719 _', '81214 g 19520726 _', '81233 g 19520728 _', '81983 w 19521116 _', '82694 p 19530816 _', '83003 ~ 19530927 _', '83052 k 19530929 _', '83405 g 19531030 _', '83453 ~ 19531102 _', '83545 4k 19531115 _', '84603 p 19540725 _', '84789 k 19540901 _', '84825 g 19540904 _', '85195 g 19541113 _', '86554-5 k 19550815 _', '87086 2f 19551020 _', '87227-8 g 19551109 _', '88069 3g,k 19560707 _', '88315-6 5g 19560818 _', '88331-2 g 19560822 _', '88344-5 k 19560824 _', '91021-2 g 19580929 _', '91101-2 g 19581103 _', '91159-0 2f,2p 19581111 _', '92842-3 k 19600729 _', '92930-1 2k,2f 19600823 _', '94457-8 k 19611129 _', '95513-4 k 19620822 _', '99089-0 k 19650925 _', '102200-1 g 19680913 _', '102341-2 ~ 19681015 _', '103288-9 k 19691009 _', '104021-2 w 19700925 _', '104035-6 g 19700930 _', '106940 ~ 19730706 _', '106965-6 g 19730708 _', '107036 ~ 19730728 _', '107082-3 g 19730805 _', '108367 k 19760816 _', '108374 k 19760817 _', '108541 g 19761012 _']"
364,5398.0,,Lalande 43492,Lal 43492,+12 4797,22 12 00.00,+12 24 00.00,22 12 15.2,+12 23 48,22 14 42.217,+12 38 44.0794,22 17 15.1,+12 53 54,6.9,7.04,0.6,G0,G2   V,33,9,,,37,5.4,0.854,84,20,,2378,Lal_43492,6.9,22 14 45,+12 38 49,1950,"['401 ~ 19141025 -33', '434 ~ 19141030 -20', '459 ~ 19141031 -47', '506 ~ 19141102 -69', '2487 ~ 19150703 -10', '2504 ~ 19150705 -15', '2574 ~ 19150712 -15', '2596 ~ 19150713 -13', '3817 ~ 19151027 +14', '4054 ~ 19151111 +4', '4067 ~ 19151112 0', '4155 ~ 19151117 -11', '5932 ~ 19160705 +2', '5959 ~ 19160706 +4', '6012 ~ 19160710 +3', '7703 ~ 19161104 0', '7779 ~ 19161108 +2', '8185 ~ 19161206 +7', '65459 g 19430909 _', '67609 g 19440915 _']"
365,5772.0,A,Piazzi 218,G 242-042,+74 1047,23 48 00.00,+74 59 00.00,23 47 31.8,+74 59 13,23 49 53.079,+75 15 54.1969,23 52 25.0,+75 32 40,6.5,6.39,0.98,K0,K3   V,92,5,,,96,3.8,0.309,80,14,,2559,Adams,6.5,23 49 57,+75 15 56,1950,"['88434-5 k 19560903 _', '88850 k,2p 19561105 _', '89879-0 f 19570803 _', '92174-5 3f 19591204 _', '92933-4 k 19600824 _', '93332-3 f 19601219 _', '94389-0 2g 19611111 _', '94480-1 ~ 19611205 _', '95493-4 f,3p 19620822 _', '97949-0 k 19640907 _', '98256-7 k 19641031 _', '101427-8 k,3f 19671201 _', '102447-8 f 19681211 _', '102970 2g 19690726 _']"
366,20.0,,22 Andr,22 And,+45 17,00 05 06.00,+45 31 00.00,00 05 07.1,+45 30 56,00 07 42.683,+45 47 38.0198,00 10 19.2,+46 04 19,5.1,5.03,0.4,FO,F2   II,-10,10,,,-5,15.4,0.008,48,14,,19,22_Andr,5.1,00 07 43.00,+45 48 _,1950,"['238 _ 19141005', '324 _ 19141020', '541 _ 19141103', '781 _ 19141125', '2778 _ 19150807', '2873 _ 19150813', '2901 _ 19150815', '4239 _ 19151127', '6212 _ 19160727', '6234 _ 19160728', '6256 _ 19160729', '8196 _ 19161206', '8312 _ 19161223', '8370 _ 19161228']"
367,76.0,,Lal 617,,+9 47,00 23 12.00,+9 39 00.00,00 23 09.7,+09 38 32,00 25 44.596,+09 55 08.7114,00 28 20.0,+10 11 23,6,6.04,0.43,F2,F6   Va vw,29,7,,,32,11.1,0.206,168,17,,48,Lal_617,6.3,00 25 45.00,+09 54 58.0,1950,"['10054 k 19170805 (6)', '10103 k 19170816 (15)', '10127 f 19170817 (22)', '11513 f 19171214', '11561 k 19171217', '11600 k 19171218', '11615 k 19171220', '13721 k 19180726', '13784 p 19180831', '13906 k 19180812', '14931 k 19181202', '14963 k 19181208', '14987 k 19181216', '15034 k 19181217', '17696 _ 19190802', '17713 k 19190806', '17751 k 19190810']"
368,,,Phi Pisc,,+23 158,01 08 18.00,+24 03 00.00,,,0,0,,,4.6,--,--,KO,--,-10,8,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,298.0,,Omega Andr.,OME And,+44 307,01 21 42.00,+44 53 00.00,01 21 40.1,+44 53 25,01 24 37.503,+45 09 02.1602,01 27 39.3,+45 24 24,5,4.83,0.42,F5,F5   IV,24,4,,,27,6.3,0.365,106,13,,155,48_Andr.,5,01 24 39.00,+45 08 57.0,1950,"['867 _ 19141216 (-10)', '918 _ 19141222 (-7)', '991 _ 19150104 (-2)', '2968 _ 19150818 (+3)', '2982 _ 19150819 (-2)', '4370 _ 19160102 (+6)', '4468 _ 19160108', '6457 _ 19160816 (-1)', '6505 _ 19160820 (0)', '6530 _ 19160821 (0)', '6596 _ 19160825 (-8)', '8320 _ 19161223 (+3)', '8345 _ 19161225 (-2)']"
370,351.0,,Piazzi 145,,+25 276,01 35 42.00,+25 14 00.00,01 35 43.5,+25 14 26,01 38 30.198,25 29 39.7521,01 41 18.3,+25 44 44,6.3,6.17,0.44,F5,F2   III,9,10,,,25,10.1,0.124,106,20,,171,Sigma_145,6.5,01 38 31.00,+25 29 38.0,1950,"['379 w 19141022 (-11)', '486 w 19141101 (-13)', '868 _ 19141216 (-7)', '933 vp 19141226 (-5)', '1016 vp 19150105 (+2)', '2911 _ 19150815 (-7)', '2949 w 19150817 (+13)', '2983 _ 19150819 (+3)', '3053 _ 19150831 (-2)', '4433 _ 19150107 (+11)', '4471 f 19160108 (+6)', '4511 _ 19160117 (+9)', '6506 _ 19160820 (-3)', '6532 _ 19160821 (0)', '6568 _ 19160823 (-6)', '6629 _ 19160828 (-6)', '8293 _ 19161222 (+3)', '8401 _ 19161231 (+7)', '64067 2g 19421125', '66046 g 19431124']"
371,473.0,,Lal 4268,Lal 4268,+1 410,02 12 48.00,+1 17 00.00,02 12 49.6,+01 17 06,02 15 24.172,+01 31 01.6143,02 18 01.4,+01 45 28,5.8,5.58,0.6,F8,G0.5 IVb,43,10,,,35,8.7,0.522,44,2,,231,Porter_164,_,02 15 25.00,+01 31 20.0,1950,"['106044 pi 19720831 _', '106132-3 g 19720919 _']"
372,603.0,M,Lal 5376,SIG 326A,+26 484,02 49 42.00,+26 28 00.00,02 49 43.7,+26 28 20,02 52 40.081,+26 40 35.4981,02 55 39.0,+26 52 23,7.4,7.58,0.92,G5,K2   d,56,7,,,39,5.9,0.324,124,26,,279,Sigma_326,7.5,02 52 41.00,+26 40 27.0,1950,"['3299 _ 19150916 +1', '6750 k 19160905 +4', '8598 k 19170128 0', '15595 k 19190127 _', '15629 f 19190130 _', '17924 w 19190830 _', '17948 k 19190901 _', '19305 k 19200110 _', '19442 p 19200131 _', '19449 p 19200201 _', '21353 k 19200828 _', '21610 k 19200917 _', '21640 k 19200918 _', '22881 k 19210112 _', '22962 g 19210127 _', '25124 g 19210829 _', '25155 g 19210831 _', '25215 k 19210907 _', '26247 k 19220115 _', '26274 g 19220116 _', '26309 p 19220122 _', '26322 k 19220123 _', '28312 g 19220909 _', '28328 f 19220910 _', '28375 k 19220914 _', '28392 k 19220915 _']"
